,player_x,player_y,player_name,time_remaining,shotClock,half,pos_id
3,18.83738391,9.331430215,Jordan Dingle,1136,19,1,4
4,33.46858544,15.14373691,Ryan Betley,1136,19,1,4
5,21.44294035,11.73652264,Max Martz,1136,19,1,4
6,20.03994842,31.17768643,Christian Juzang,1136,19,1,4
7,34.67114995,9.732278952,Chris Lewis,1136,19,1,4
8,32.46644835,17.74925371,Noah Kirkwood,1136,19,1,4
9,8.014303322,16.94755623,Justin Bassey,1136,19,1,4
10,16.03140005,14.34203944,Robert Baker,1136,19,1,4
11,34.47072254,10.33355206,ball,1136,19,1,4
1,27.02149941,23.52815839,Devon Goodman,1135,18,1,4
2,31.03004778,7.895057609,AJ Brodeur,1135,18,1,4
3,17.40098333,12.70524246,Jordan Dingle,1135,18,1,4
4,29.22620101,12.90566683,Ryan Betley,1135,18,1,4
5,18.60354784,9.69887693,Max Martz,1135,18,1,4
6,34.23688647,30.74343567,Christian Juzang,1135,18,1,4
7,35.23902356,7.69463324,Chris Lewis,1135,18,1,4
8,27.02149941,16.3128811,Noah Kirkwood,1135,18,1,4
9,8.582176929,20.92264159,Justin Bassey,1135,18,1,4
10,11.38816079,6.692511396,Robert Baker,1135,18,1,4
11,35.03859614,8.295906347,ball,1135,18,1,4
1,30.4644774,18.82855369,Devon Goodman,1134,17,1,4
2,30.46217417,9.097603823,AJ Brodeur,1134,17,1,4
3,19.839521,19.11882227,Jordan Dingle,1134,17,1,4
4,21.64336777,10.09972567,Ryan Betley,1134,17,1,4
5,14.62840813,5.489965182,Max Martz,1134,17,1,4
6,43.48995636,25.73282644,Christian Juzang,1134,17,1,4
7,34.0698677,10.50057441,Chris Lewis,1134,17,1,4
8,13.02498878,13.30651557,Noah Kirkwood,1134,17,1,4
9,13.82669845,26.33409955,Justin Bassey,1134,17,1,4
10,4.406609793,5.690389551,Robert Baker,1134,17,1,4
11,34.47072254,11.10184751,ball,1134,17,1,4
1,36.47499672,15.57799379,Devon Goodman,1133,16,1,4
2,26.05277097,9.498452561,AJ Brodeur,1133,16,1,4
3,23.04635969,21.12306596,Jordan Dingle,1133,16,1,4
4,19.23823875,12.70524246,Ryan Betley,1133,16,1,4
5,16.23182747,3.485721493,Max Martz,1133,16,1,4
6,48.09978698,18.51754916,Christian Juzang,1133,16,1,4
7,27.25533548,10.70099877,Chris Lewis,1133,16,1,4
8,7.613448485,21.72433907,Noah Kirkwood,1133,16,1,4
9,19.63909358,29.94173819,Justin Bassey,1133,16,1,4
10,14.02712587,2.884448386,Robert Baker,1133,16,1,4
11,27.4557629,11.10184751,ball,1133,16,1,4
1,39.28098058,6.892937294,Devon Goodman,1132,15,1,4
2,25.85234355,9.498452561,AJ Brodeur,1132,15,1,4
3,27.85661773,21.72433907,Jordan Dingle,1132,15,1,4
4,21.04208551,15.711608,Ryan Betley,1132,15,1,4
5,27.65619031,3.686145862,Max Martz,1132,15,1,4
6,48.09978698,4.688267707,Christian Juzang,1132,15,1,4
7,27.05490806,13.70736431,Chris Lewis,1132,15,1,4
8,15.22969038,27.53664576,Noah Kirkwood,1132,15,1,4
9,33.86944028,31.54513314,Justin Bassey,1132,15,1,4
10,31.06345643,0.679780328,Robert Baker,1132,15,1,4
11,15.4301178,26.93537266,ball,1132,15,1,4
